"","CITY.NAME","Year","Fiscal.Effort","Fiscal.Capacity","QOLjobs_i14","QOLmed_i14","QOLk12_i14","QOLhousing_i14","QOLgovt_i14","QOLchildsrv_i14","QOLseniorsrv_i14","Proportion of land dedicated to ag","Number of unique crops grown","Shannon's Diversity Index","Shannon's Evenness Index","Simpson's Diveristy Index, Chance","Simpson's Evenness Index","miles50","min50","miles25","min25","miles10","min10","CITY.SIZE","QoL Average"
"384","SAC CITY",2013,125.929063234925,87.1031821986193,37.037,85.2459,72.3404,52.0833,66.6667,59.375,63.0631,0.865583729302893,17,1.02616842403003,0.36219242937805,0.591267146006787,0.14391681225787,76.05,79,46.13,49,24.87,30,"RURAL PLUS",62.2587714285714
"385","ST. CHARLES",2013,101.820195719683,106.787099603248,20.8333,30.6306,70.6667,53.6232,56,41.6667,29.6296,0.65349242302639,13,1.26458750453513,0.493026305122319,0.656379448754385,0.223860524768478,21.22,23,28.49,32,17.22,22,"RURAL",43.2928714285714
"386","SHEFFIELD",2013,78.8547646821372,115.950300460571,62.1212,65.6566,80.3279,54.2373,62.1469,62.1212,45.098,0.892377740583001,13,0.913726432829469,0.356235662186235,0.541091599093073,0.167621853884253,68.47,73,19.68,30,50.1,59,"RURAL PLUS",61.6727285714286
"387","SIBLEY",2013,124.245408715836,74.7740950808945,33.3333,70.2564,68.5535,48.2993,62.069,66.6667,50,0.868851660396763,9,0.837572252733102,0.381195559785938,0.524301332717424,0.23357456884593,77.13,77,143.19,153,52.19,51,"URBAN CLUSTER",57.0254571428571
"388","ST. ANSGAR",2013,82.8012718547679,201.783040097555,62.963,76.9547,84.6154,59.8174,67.6471,76.2821,57.9235,0.845473095085408,14,0.987842904565345,0.374316576407743,0.562571487962074,0.163291988205786,83.3,81,30.3,37,64.15,67,"RURAL PLUS",69.4576
"389","TRAER",2013,120.665002548411,114.939921337295,37.7778,68.3908,80.6667,57.6923,69.9346,74.0741,53.7879,0.900261486738887,12,0.946379582263611,0.3808511608854,0.565413299231299,0.191753068342709,23.64,29,24.88,32,39.7,47,"RURAL PLUS",63.1891714285714
"390","UNIVERSITY PARK",2013,50.1283395094535,80.7252145159627,30,44.4444,66.6667,59.7701,66.6667,68,50,0.701236589765499,9,1.1605330431153,0.528181349820079,0.669272908962758,0.335960113707768,63.38,72,26.13,33,2.07,7,"RURAL",55.0782714285714
"391","VENTURA",2013,95.4807478071112,259.920965284862,22.9167,30.9524,83.3333,65.1852,69.3333,82.6667,64.0351,0.760265460207986,13,0.936158948293007,0.364981454924123,0.539826796485567,0.167161139187594,90.15,88,15.75,25,78.33,78,"RURAL",59.7746714285714
"392","VILLISCA",2013,108.292042540133,62.9504524423203,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,0.816658182621474,11,1.20560230824867,0.502775213715536,0.68167787251092,0.285588349217757,65.44,71,106.46,110,85.91,95,"RURAL PLUS",44.7664142857143
"393","WAUKON",2013,74.8172616375576,106.469754854602,25.5952,78.3069,71.5152,49.3827,58.0247,60.1852,53.4884,0.768783612959934,15,1.28172464735711,0.473301656976458,0.683268514567783,0.210483231800249,83.79,104,96.45,107,82.6,95,"URBAN CLUSTER",56.6426142857143
"394","WAVERLY",2013,108.206209882212,109.102296493714,62.5,76.7123,87.9781,57.4359,75.3846,62.6016,64.3411,0.717687216818607,9,1.14319128136044,0.520288773916035,0.625260113928802,0.296501961069606,21.19,25,15.59,21,0,0,"MICROPOLITAN",69.5648
"395","WEBSTER CITY",2013,123.364648701571,74.2604839355543,24.7475,66.2281,69.2708,52.2388,55.3846,60,57.1429,0.832022904308823,14,0.941905988355988,0.356910013960669,0.558446284001548,0.16176643710733,40.87,52,22.18,28,30.96,40,"MICROPOLITAN",55.0018142857143
"396","WELLSBURG",2013,129.831485839143,106.931738114261,26.3441,27.2727,77.9487,61.0256,69.4915,63.4615,51.2346,0.937517694845528,7,0.896012714850832,0.460459448904063,0.542544959560854,0.312286739085886,33.19,38,27.48,30,46.91,50,"RURAL",53.8255285714286
"397","WHAT CHEER",2013,117.388362826071,55.2771173563367,8.046,16.6667,49.1667,30.0813,52.381,35,21.6667,0.889302517678445,9,1.11898455499812,0.509271817974434,0.645918682905127,0.313801112192936,64.63,64,32.17,40,20.75,26,"RURAL",30.4297714285714
"398","WILLIAMSBURG",2013,76.9456047727762,149.940615125181,60,78.6458,91.4141,76.2712,74.7475,76.9841,59.2593,0.910008025243804,14,1.13533166357712,0.430203486235988,0.634102599324477,0.195214755001537,28.07,31,49.2,54,23.64,26,"URBAN CLUSTER",73.9031428571429
"399","WINFIELD",2013,77.3587634667186,75.2960070552632,17.037,45.1389,72.619,43.2624,66.0256,50.4762,49.6124,0.910191708344451,15,0.957556923791752,0.353596444926322,0.561977314152404,0.152199118494658,44.51,48,36.57,41,37.81,40,"RURAL PLUS",49.1673571428571
"400","WOODWARD",2013,109.274676968867,71.1759930190967,34.1667,11.1111,70.9091,47.1014,59.2593,53.3333,51.9608,0.754470543851637,13,1.03821091362117,0.404768581726953,0.591037335804808,0.188093152890755,25.68,30,22.58,31,16.49,19,"RURAL PLUS",46.8345285714286
"401","AFTON",2012,88.5094615162119,65.4508265546544,32.4786,28.5714,67.9487,41.6667,61.3636,48.0392,48.3333,0.649992631304486,13,1.10451947475106,0.430620383025487,0.534709687381155,0.165322756216699,60.35,60,67.61,69,56.34,59,"RURAL PLUS",46.9145
"402","AGENCY",2012,64.0828773872992,89.0262010313429,22.2222,45.8333,84.7826,62.3932,73.1707,35.7143,48.4848,0.614813949053598,10,1.16276302180692,0.504981564131897,0.665763657813756,0.299189487731642,91.68,90,6.46,11,19.41,23,"RURAL",53.2287285714286
"403","AINSWORTH",2012,64.0833520787961,67.6756466551102,12.8205,20.8333,62.2222,38.2353,55.2083,43.75,33.3333,0.866833381424129,11,1.05727824031102,0.440919272957724,0.616396647927121,0.236987217181094,27.98,32,52.9,50,30.02,31,"RURAL",38.0575571428571
"404","ALBERT CITY",2012,96.2728945194722,126.726000486938,36.6667,14.2857,78.4615,50.303,72.7778,43.2432,35.0877,0.933854253460971,13,0.811807320259885,0.316500330853826,0.521857603051917,0.160879013059847,91.1,101,58.9,68,21.96,28,"RURAL",47.2608
"405","ALBIA",2012,120.683638540541,70.6787118771355,43.5185,69.5652,83.7838,43.8596,66.6667,60.2564,52.2222,0.59442442897618,9,1.14841293029737,0.522665248761067,0.595325346458357,0.274568990517903,64.02,74,22.8,30,25.54,29,"URBAN CLUSTER",59.9817714285714
"406","ALBION",2012,74.8173926672439,76.844114345225,31.1828,40.7407,39.3939,43.9024,61.9048,38.3333,47.0588,0.823461412811298,8,1.06891203456216,0.514038030469788,0.615672045736574,0.325243060290958,42.41,46,10.18,12,33.05,39,"RURAL",43.2166714285714
"407","ALLERTON",2012,83.0226725365627,77.5308237607872,26.0163,50.9804,68.1159,30.7692,59.2593,44.8718,41.1111,0.851000111123458,9,1.24778328261476,0.567890645082577,0.680129678053425,0.347362988960474,82.68,85,71.28,80,56.76,63,"RURAL",45.8748571428571
"408","ALTOONA",2012,69.0371015687557,133.888920226177,48.2759,62.0155,76.7442,67.4419,68.8889,63.6364,46.1538,0.613013381453586,18,1.18435985607013,0.409760389069189,0.65573170437906,0.161372848624799,12.94,23,15.04,26,0,0,"MICROPOLITAN",61.8795142857143
"409","ANITA",2012,90.2750493904926,97.3929733675725,33.3333,62.5,79.5322,52.7778,65.3595,66.6667,43.4343,0.899034946629624,14,1.24594988808627,0.472119295819887,0.688411552656301,0.229240114765173,57.57,56,61.04,60,52.07,51,"RURAL PLUS",57.6576857142857
"410","ATKINS",2012,64.9597848916877,127.565888991536,24.0741,67.7596,75.8974,74.1935,65.2174,61.4035,23.8095,0.91679120530761,16,1.00072447106179,0.36093505792427,0.577069137939598,0.147778290984766,17.27,21,16.34,26,27.75,31,"RURAL PLUS",56.0507142857143
"411","AUDUBON",2012,136.475815483809,84.3624909983112,36.1111,63.7255,83.5749,51.0753,65.625,45.7364,48.6667,0.921808247401856,12,1.12102224861624,0.451132540013879,0.621254374075518,0.220024543200795,72.82,72,81.57,82,27.48,32,"RURAL PLUS",56.3592714285714
"412","BANCROFT",2012,159.114770103428,111.376164624299,57.3333,80.6061,52,62.1795,73.1884,72.6667,74.6667,0.903302737204345,10,0.907737286827528,0.394225294687025,0.540993754833162,0.217861959511362,124.46,134,58.65,72,61.41,73,"RURAL",67.5201
"413","BATAVIA",2012,64.0833520787961,57.9811349957362,12.8205,33.3333,70.6667,40.3509,52.1739,19.0476,37.5,0.795941194319338,13,1.15666957292537,0.450952206740681,0.660068484514845,0.226289924349295,84.09,84,14.99,19,11.82,17,"RURAL",37.9847
"414","BATTLE CREEK",2012,109.030940535367,66.5503855788617,17.3913,42.029,42.7083,50.9091,57.0513,37.3737,40.5797,0.917196164875005,13,1.11169099936652,0.433416354257666,0.622037975429978,0.203520650019235,54.09,61,85.72,86,41.83,46,"RURAL",41.1489142857143
"415","BAYARD",2012,105.487843202655,101.624278204503,15.4472,15.1515,55.8333,43.9394,48.8372,19.4444,26.3158,0.908928997786626,15,1.09445650693565,0.404149268167257,0.618024668368404,0.174531340497571,57.82,64,54.72,64,29.53,34,"RURAL",32.1384
"416","BEDFORD",2012,127.433420828377,62.4201678969664,23.5294,59.322,82.4242,41.3043,65.1852,57.9365,54.7009,0.752028229808283,11,1.28606936048195,0.536332580939238,0.680106239599306,0.284185258240797,96.46,102,116.02,117,104.74,106,"RURAL PLUS",54.9146428571429
"417","BLOOMFIELD",2012,96.4999192240572,86.245071497451,35.5072,52.7273,78.8618,49.2063,67.4419,67.9487,61.1111,0.779346752312114,15,1.2484064383337,0.460998262818606,0.661235096049738,0.196793309723887,110.22,113,19.15,22,39.71,47,"URBAN CLUSTER",58.9720428571429
"418","BUFFALO CENTER",2012,122.569181782425,77.3757234443266,43.5897,68.2292,79.235,51.462,65.4762,68,57.6389,0.930134459746441,9,0.83403613545902,0.379586203459527,0.519794702886963,0.231382518641722,132.86,129,52.3,62,78.58,89,"RURAL PLUS",61.9472857142857
"419","CALMAR",2012,90.4046477471711,112.736115654296,37.6068,62.2807,72.5,51.1111,59.8039,66.6667,53.3333,0.80787404280666,11,1.21062856448893,0.504871325375321,0.630385415556965,0.245956449597572,66.67,73,69.98,74,56.13,62,"RURAL PLUS",57.6146428571429
"420","CENTER POINT",2012,104.65049231743,128.554665448085,37.037,66.6667,84.8485,65.873,62.6667,54.023,39.6825,0.699625891561244,13,1.17510546981155,0.458139832817021,0.657265403778059,0.224439195141143,18.09,21,17.76,26,36.63,40,"RURAL PLUS",58.6853428571429
"421","CHARITON",2012,117.447697418145,75.7928101697969,37.5887,54.717,60.8333,44.4444,50.7937,53.3333,51.7544,0.632041845627417,8,1.14961149946964,0.552846269744592,0.617531012834271,0.326823884274402,64.48,68,49.66,58,35.68,42,"URBAN CLUSTER",50.4949714285714
"422","CHEROKEE",2012,110.413700364307,81.0281225556132,44.6429,71.6418,67.1875,46.8927,66.6667,50.8772,55.5556,0.807791123026956,11,1.17541519207586,0.490186208467786,0.664206617296957,0.270729250759197,54.77,64,91.75,94,21.33,27,"URBAN CLUSTER",57.6377714285714
"423","CLARENCE",2012,72.0076080733098,115.313017447259,22.6667,73.1183,62.5,52.1212,61.4815,31.5789,53.7037,0.939024244667009,8,0.856839847320876,0.412052866188628,0.523247419388978,0.262190505271719,36.62,39,35.53,40,33.71,46,"RURAL PLUS",51.0243285714286
"424","CLARINDA",2012,134.816045824658,60.5413597411239,44.2177,61.1111,76,46.6667,64.3275,61.2613,56.1905,0.805827052017621,13,1.19396503349771,0.465492634396237,0.667717658014537,0.231499141553668,76.43,81,121.29,125,100.74,111,"MICROPOLITAN",58.5392571428571
"425","COLO",2012,93.4048533182867,97.7733616809584,18.0952,33.3333,76.2963,56.8182,71.1111,55.0725,60,0.8888700007933,8,0.92404181636327,0.444370182013773,0.541212435247474,0.272457253865253,19.93,25,23.52,28,32.05,34,"RURAL PLUS",52.9609428571429
"426","COLUMBUS JUNCTION",2012,84.2632179803555,78.0149307804955,31.0078,62.585,42.9487,34.058,59.0278,43.3333,50,0.657502336548361,13,1.15321897630676,0.449606918340121,0.654085463595513,0.222375959457016,36.12,42,41.08,51,24.51,32,"RURAL PLUS",46.1372285714286
"427","CORNING",2012,127.249395498704,78.8682892119281,34.6667,75.5556,66.0606,38.5621,64.1975,60.5263,47.7273,0.759567519094277,11,1.21282469467067,0.505787182796891,0.667284877595977,0.27323402150233,75.12,80,93.47,96,84.5,87,"RURAL PLUS",55.3280142857143
"428","CORRECTIONVILLE",2012,67.6249718441727,80.6888503303266,22.963,66.6667,75.641,40.7407,60.9756,48.4848,50,0.782608695652174,10,1.17628807998016,0.510855422263954,0.665979706455529,0.299383007358162,33.09,39,85.56,85,36.77,43,"RURAL PLUS",52.2102571428571
"429","DENISON",2012,130.063241971234,62.5142179886987,54.5455,64.4444,77.7778,49.2424,63.0952,59.5238,48.5714,0.839007797156978,15,1.27209769253696,0.469746717405459,0.678725288814509,0.207506735966455,68.59,77,93.45,97,28.02,36,"MICROPOLITAN",59.6000714285714
"430","DONNELLSON",2012,93.9482556861109,91.0115339200727,23.5772,23.3333,85.1852,44.898,56.9697,54.1667,45.3704,0.6818972184303,13,1.23532220373558,0.481616605856948,0.681443763893026,0.24147408904356,73.36,72,32.36,36,14.26,23,"RURAL PLUS",47.6429285714286
"431","DUMONT",2012,123.142964930862,72.134614394751,15.5039,45.1852,60.8696,53.7879,58.7302,23.8095,41.9048,0.828544652820663,7,1.05718532840682,0.543285787845886,0.604667936401841,0.361359869363776,49.55,53,39.36,49,31.17,40,"RURAL",42.8273
"432","EAGLE GROVE",2012,110.503494455722,68.6621145502917,25.641,57.5163,69.6296,46.6667,58.5185,55.5556,53.7634,0.875902742699559,10,0.884626743544361,0.384188513265359,0.536031603745399,0.215531921586153,65.71,69,24.84,32,46.01,56,"URBAN CLUSTER",52.4701571428571
"433","ELGIN",2012,98.1349510312334,87.2336214023032,24.2424,38.0952,75,58.3333,61.4815,40,42.8571,0.653411953835449,13,1.20798338166986,0.470957985254481,0.644792731377502,0.216558285029995,69.03,77,72.34,78,58.48,66,"RURAL",48.5727857142857
"434","ELK HORN",2012,110.120673981704,104.433894166971,42.4731,72.807,83.0986,58.3333,69.8925,64.5833,55.7971,0.933914675400743,9,1.10585826869205,0.503297787626571,0.626799249568907,0.297724779445819,57.19,56,81.87,78,43.63,50,"RURAL",63.8549857142857
"435","ELMA",2012,108.396515349787,86.1933967610944,25.4902,21.8391,51.5152,45.9259,51.2346,65.0407,46.0993,0.896160337800883,8,0.993977730376657,0.478002247456157,0.560079694497563,0.284142374053947,61.51,64,47.39,58,50.96,53,"RURAL",43.8778571428571
"436","EPWORTH",2012,79.1467933981788,103.247193519993,41.6667,56.7901,90.303,66.6667,75.1634,72.549,49.4253,0.757931608260425,15,1.20128466390527,0.443597634717529,0.608992328391841,0.17049963851726,16.74,23,53.06,57,69.35,79,"RURAL PLUS",64.6520285714286
"437","ESTHERVILLE",2012,124.579045864905,63.13900500798,43.2624,72.956,62.7907,47.1014,65.942,53.8462,57.1429,0.828846739020185,12,1.08242408670619,0.435599496986551,0.627465881991592,0.223693158035669,125.42,130,93.55,108,33.71,41,"MICROPOLITAN",57.5773714285714
"438","EVERLY",2012,93.7774413203742,125.254314753608,29.9145,38.0952,74.7126,49.6124,68.0272,69.7674,55.8824,0.874110910901418,11,0.980144365343533,0.408751948620214,0.567809827490611,0.210345113544006,87.28,92,108.65,115,11.26,18,"RURAL",55.1445285714286
"439","FARMINGTON",2012,96.9498045940231,56.5042609520998,7.6923,48.4375,31.4815,35.2564,46.4286,28.3951,45.1389,0.277324203318409,15,1.18642015837017,0.438108628077606,0.64509777082421,0.187845161811157,82.28,84,46.12,53,30.11,40,"RURAL",34.6900428571429
"440","FONTANELLE",2012,80.907368111216,79.777528111735,36.8794,56.1404,73.3333,46.6667,66.6667,52.7778,48.6486,0.892246656348895,12,1.42173257895173,0.572147279284326,0.724886877835447,0.302905701762525,58.97,60,62.44,64,53.47,55,"RURAL",54.4447
"441","FRUITLAND",2012,35.6099854943444,111.646955618921,32.0513,45.4545,73.1481,71.6049,65.4321,50,57.4074,0.578501960384948,15,1.22664218966272,0.452961392356561,0.661899307120329,0.197179917316506,37.53,46,43.27,51,7.93,15,"RURAL PLUS",56.4426142857143
"442","GARNAVILLO",2012,117.814552878384,108.734857435343,33.9506,59.6774,73.3333,57.2327,63.0952,70.2128,58,0.705901538350034,12,1.13481368920484,0.456682623993806,0.597259441689523,0.206915672170993,49,62,77.67,91,74.07,87,"RURAL",59.3574285714286
"443","GEORGE",2012,143.949079785013,86.2588861056702,47.1698,63.1579,77.4194,40.7407,66.6667,54.0541,38.3333,0.908933295391069,13,0.894633401539941,0.348791838301765,0.540642328831543,0.167457912975328,68.54,76,152.17,163,43.6,50,"RURAL PLUS",55.3631285714286
"444","GILBERTVILLE",2012,87.7044756550403,147.951711743767,34.5238,56.6667,52.381,74.4444,69.5402,70.1754,42.8571,0.724647299632679,12,0.999364429658275,0.402173832060667,0.565510468063629,0.191795951819472,9.66,16,17.16,23,30.19,37,"RURAL",57.2269428571429
"445","GLIDDEN",2012,111.671788674233,93.0174900218675,39.3162,25.3968,82.9787,59.5238,69.1667,64.6465,40,0.930853535525257,11,0.8924986411255,0.372200842651457,0.524502216551083,0.191187202282421,60.8,68,55.32,66,7.61,11,"RURAL PLUS",54.4326714285714
"446","GOWRIE",2012,122.823824844655,94.0468610788298,40.2516,75.1174,76.1194,49.4792,71.2121,71.2418,61.1111,0.939626438588768,13,0.907049370667367,0.353632467646476,0.541824877950195,0.167890121530246,54.02,62,20.85,30,35.79,45,"RURAL PLUS",63.5046571428571
"447","GRAETTINGER",2012,87.477445154441,83.5973354242004,54.9383,60.119,76.9697,50.6173,68.4524,67.5439,54.0541,0.841280641194499,12,1.21585134151339,0.48929457435237,0.663804223498125,0.247871446216305,119.5,127,81.22,93,28.98,35,"RURAL PLUS",61.8135285714286
"448","GRAND MOUND",2012,86.0875973014176,114.020504690949,20.9524,57.8947,72.549,52.381,65.2482,52.9412,52.381,0.865552467394113,9,0.888783586861112,0.404502842371543,0.542042718960684,0.242623309447005,25.2,31,27.89,29,54.93,58,"RURAL",53.4782142857143
"449","HAMBURG",2012,131.293688221086,129.414529548266,31.9444,65.4971,50.9804,45.098,63.2653,56.6667,45.977,0.47898686000031,11,1.14263524474332,0.476515908640936,0.623427935285504,0.241412200817432,51.67,50,173.67,157,148.71,142,"RURAL PLUS",51.3469857142857
"450","HARTFORD",2012,94.2565632712251,89.0946018220641,6.6667,19.4444,80.6202,46.5116,51.4493,42.5287,39.6825,0.599749073026471,10,1.23037756181067,0.534346185751953,0.684756144151057,0.317214747074777,16.9,27,25.06,35,13.74,18,"RURAL",40.9862
"451","HARTLEY",2012,108.353116644933,79.5657652478336,36.1702,59.3939,70.2899,54.2636,62.7451,53.3333,45.5556,0.914415010148986,10,0.834953258828048,0.362615592956159,0.51371677356818,0.205641475100356,78.54,82,117.88,124,19.62,25,"RURAL PLUS",54.5359428571428
"452","HILLS",2012,64.0833520787961,187.075760060968,42.8571,48.8889,72,62.9032,65,49.4624,49.0196,0.740040767053888,14,1.21660385733966,0.460999404479413,0.664118347524962,0.212659938112814,8.48,16,39.86,45,10.66,14,"RURAL",55.7330285714286
"453","HOPKINTON",2012,114.960470253393,88.7784579120259,27.0833,60.4938,82.0988,48.366,64.4444,54.7009,61.1111,0.711414171006296,11,1.22388320755187,0.510398940869331,0.635201228441262,0.249203391011017,39.66,45,38.74,48,56.32,70,"RURAL",56.8997571428571
"454","HOSPERS",2012,106.618795693971,114.886572834321,59.3137,70.3196,86.7816,54.7619,71.875,51.8519,50.4505,0.888134392613536,11,0.868200667021349,0.362067800404039,0.531835723958466,0.19418203302002,51.08,54,128.39,137,26.14,28,"RURAL",63.6220285714286
"455","HUMBOLDT",2012,102.079239341007,117.427831501681,58.7571,56.0847,77.9661,57.5758,71.345,50.9259,57.971,0.842338378879268,11,0.932982887284235,0.389084084642042,0.545671690929394,0.200095589674037,84.82,88,19.02,27,55.68,66,"URBAN CLUSTER",61.5179428571429
"456","JEFFERSON",2012,95.8247866227149,100.012342814418,45.1389,65.1042,76.1006,52.1212,71.5152,68.8889,62.5,0.802258903282723,15,1.05223517306403,0.388558222678352,0.590710292661406,0.162883809368593,42.64,49,40.26,49,27.15,32,"URBAN CLUSTER",63.0527142857143
"457","KANAWHA",2012,155.643430301994,109.604434021953,36.9565,52.1739,77.037,53.9007,67.2414,35,45.2991,0.927906706524839,9,0.790829628287415,0.359922074622963,0.509380527891174,0.226471058381607,78.3,85,44.99,55,67.74,83,"RURAL",52.5155142857143
"458","LAKE PARK",2012,115.943763952966,172.850077768173,41.2698,34.1667,89.418,45.3333,66.6667,58.0645,57.6577,0.798507568623925,10,0.962376560312913,0.41795482965693,0.571225852161885,0.23322301613612,101.59,102,128.9,138,30.56,36,"RURAL PLUS",56.0823857142857
"459","LAMONI",2012,124.381968612038,69.65681248088,28.4722,49.0566,71.6312,43.7909,62.2642,58.0645,44.0476,0.661902132958296,13,0.996756158086666,0.38860656456513,0.507956707494956,0.156333961045284,69.81,65,77.08,74,65.81,64,"RURAL PLUS",51.0467428571429
"460","LE CLAIRE",2012,95.3867002979336,169.451422402938,34.6667,64.1026,98.6111,71.3178,68.1481,54.902,47.619,0.29656232497864,14,0.949401771313332,0.359750339888123,0.504800729431714,0.144242077228023,14.36,24,10.52,16,47.76,52,"URBAN CLUSTER",62.7667571428571
"461","LE MARS",2012,103.815871554087,133.867431833641,57.5163,69.0058,72.6667,55.7823,66.6667,60.6061,52.6882,0.861445587825264,10,0.943626589512319,0.409811820802385,0.566183452269343,0.230512184293364,26.44,33,127.13,129,0,0,"MICROPOLITAN",62.1331571428572
"462","MADRID",2012,127.128832164103,85.3337616508351,30.9524,45.3901,79.2453,58.8652,58.6667,67.7083,56.1905,0.687273544364239,13,1.06602421250044,0.415612187195564,0.613398697384722,0.198972627362371,21.18,28,21.57,30,15.48,18,"RURAL PLUS",56.7169285714286
"463","MAPLETON",2012,80.2403201902528,97.4504209492467,27.1186,80.9524,77.0833,46.8927,63.0769,39.8148,54.4872,0.871182390325804,9,1.00267393224676,0.456336572323592,0.583821716330162,0.266979598578136,45.82,48,101.11,103,57.22,63,"RURAL PLUS",55.6322714285714
"464","MEDIAPOLIS",2012,82.5764877787665,115.531683491875,48.9796,50.641,91.9355,58.3333,72.9885,68.2927,46.6667,0.76279704968429,14,1.10512473383882,0.418757380310466,0.62068994688715,0.18831183313594,65.38,71,15.84,22,32.19,42,"RURAL PLUS",62.5481857142857
"465","MISSOURI VALLEY",2012,106.056313936729,97.9039941515706,27.7778,64.1026,58.6207,47.3684,62.2807,46.6667,52.7778,0.784599398083872,11,1.00944596687397,0.420971665579011,0.59622114021186,0.225145741797355,22.68,26,121.06,115,71.16,83,"URBAN CLUSTER",51.3706714285714
"466","MONROE",2012,81.3156323778187,111.30865725951,23.7179,45.0292,72.5146,54.0741,59.322,47.7477,41.2698,0.845883771452246,13,1.20729067819552,0.470687920088351,0.666665953293468,0.230768736896535,30.23,38,39.05,44,13.64,17,"RURAL PLUS",49.0964714285714
"467","MONTEZUMA",2012,91.1009226885452,135.378122024398,50.3145,70.4301,76.7857,38.2716,66.1111,45.4545,40.1961,0.837408066049586,9,1.15421886078564,0.525307641599814,0.662040629005434,0.328770617557155,62.47,60,50.95,58,25.44,31,"RURAL PLUS",55.3662285714286
"468","MOULTON",2012,105.503349791553,55.5440952139606,13.1579,43.1373,77.3333,30,55.2632,34.5238,59.8291,0.775922407192082,11,1.13202825424626,0.472092450028132,0.585717854308763,0.219437626879641,93.48,111,36.68,43,45.69,54,"RURAL",44.7492285714286
"469","MOUNT AYR",2012,115.135671578362,96.1227160119563,30.5085,67.1717,78.1609,49.0566,63.0952,58.1395,67.3203,0.777035748861558,14,1.15792423543878,0.438764335448366,0.587335807328935,0.173091275417509,80.23,77,87.5,86,76.23,76,"RURAL PLUS",59.0646714285714
"470","MURRAY",2012,131.618186031406,57.5637737448358,18.4211,18.75,90.4762,32.5397,50,44.0476,11.9048,0.836144805554573,13,1.28274672709926,0.500106063836192,0.645496915009413,0.21698845561561,47.99,48,55.26,57,43.99,47,"RURAL",38.0199142857143
"471","NASHUA",2012,120.547649802735,90.1714343492662,27.8912,72.1393,80.9524,46.1538,62.7119,57.7778,24.3243,0.807196762762095,8,1.1542331817971,0.555068829136056,0.641021741156673,0.348210502782998,39.16,39,33.57,35,20.01,25,"RURAL PLUS",53.1358142857143
"472","NEOLA",2012,64.9786500177853,127.520846948113,NA,NA,NA,NA,NA,NA,NA,0.905432681200832,12,1.04477448905187,0.420448184297388,0.591517608614612,0.204007161852691,19.79,23,106.65,98,74.87,85,"RURAL PLUS",NA
"473","NORA SPRINGS",2012,98.6805111295558,98.0069804634316,19.8413,51.8519,75.4717,51.0204,62.0915,53.9216,38.2716,0.857050649650511,11,0.965837808160816,0.402785650865257,0.553112657671799,0.203427312206855,70.24,66,10.19,16,51.09,52,"RURAL PLUS",50.3528571428571
"474","NORTHWOOD",2012,92.618878677728,124.114998227207,38.6667,51.7857,74.6914,59.6154,67.9012,63.3333,58.7719,0.791390542776225,12,1.05515040458603,0.424623759880901,0.60097930195069,0.208844638237376,99.92,100,20.42,26,80.77,86,"RURAL PLUS",59.2522285714286
"475","OAKLAND",2012,58.5469430616665,104.630509376091,NA,NA,NA,NA,NA,NA,NA,0.911736463305489,9,0.971087664250937,0.441961042247318,0.577538066029872,0.263008574682536,25.88,33,104.03,101,79.07,87,"RURAL PLUS",NA
"476","OLIN",2012,98.7359104662835,77.4319134848677,16.6667,45.2381,54.9383,40.9836,62.963,77.0115,42.8571,0.810153460658428,10,1.0648022774758,0.462437753425753,0.600471342253329,0.250294936448356,39.63,43,28.99,37,41.16,51,"RURAL",48.6654714285714
"477","PACIFIC JUNCTION",2012,109.547958690719,95.4009086717948,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,0.611898639459822,14,1.09401742276013,0.414548562656509,0.648577999677931,0.20325583305288,19.21,23,141.2,129,116.24,115,"RURAL",37.9485857142857
"478","PLEASANTVILLE",2012,74.7439187195882,101.992178251851,29.5597,62.3656,74.3961,57.3099,63.4921,59.5238,61.3636,0.74845634429031,10,1.2232574993159,0.531253981899668,0.68228942511928,0.314751877672135,25.87,36,34.03,43,15.94,21,"RURAL PLUS",58.2872571428571
"479","POCAHONTAS",2012,144.231478435065,95.0884766577718,44.7368,71.7514,77.9874,62.2222,77.9762,67.8161,59.1398,0.925713889521697,10,0.786803813544291,0.34170455456272,0.508745637637127,0.203560533323332,109.74,109,41.87,50,33.55,42,"RURAL PLUS",65.9471285714286
"480","POMEROY",2012,155.346510770696,88.1600474574125,25.1572,11.1111,74.5455,45.614,50.3401,46.8254,39.6825,0.92500789963066,12,0.898814038595529,0.361709377964847,0.548216651103652,0.184454193668064,96.76,94,29.89,39,31.61,39,"RURAL",41.8965428571429
"481","QUASQUETON",2012,97.8525095905898,84.6712396696064,23.8095,43.75,77.0833,44.697,58,45.3333,39.7436,0.830759145290451,12,0.976167623584748,0.392838750569576,0.538621505687453,0.180618157024202,36.95,39,33.71,44,51.36,58,"RURAL",47.4881
"482","RADCLIFFE",2012,94.6261106015461,103.738404137226,28.9474,18.75,63.6364,52.381,69.2308,55.914,41.2698,0.942935588315524,11,0.809294942736386,0.337502205336903,0.475277544861338,0.173251763896911,30.86,36,50.56,53,41.26,47,"RURAL",47.1613428571429
